year,major_category,workers_female,percent_female,total_earnings,total_earnings_female,wage_percent_of_male
2013,Finances,241859,23.6,120254,95921,76.04207956112951
2013,Finances,295657,30.3,73557,60759,74.97316173294999
2013,Finances,6440,43.5,67155,65325,91.32531804837132
2013,Finances,25240,58.7,61371,55860,74.29179412155872
2013,Finances,314436,41.7,78455,65040,70.69718906932759
2013,Finances,28057,63.5,74114,66052,73.33325931764941
2013,Finances,36830,33.6,62187,55079,82.7272863815918
2013,Finances,134679,27.5,99167,90940,89.75700270435658
2013,Finances,529769,53.5,70456,57406,63.58802809100778
2013,Finances,11269,76.9,71927,68207,NA
2013,Finances,181764,59.2,67669,64662,85.84059048428207
2013,Finances,21074,51.2,74735,71091,88.03402927409168
2013,Finances,40998,18.8,72414,65033,87.14873430443697
2013,Finances,79041,45,71237,62785,77.0103522716122
2013,Finances,33671,18.2,52058,52259,100.46523252013765
2013,Finances,53654,10.7,40638,25310,60.70854620901394
2013,Finances,34857,7.4,68101,62198,89.42147334521823
2013,Finances,435909,61.5,66889,60580,77.55232669781732
2013,Finances,11798,8.9,121336,113507,93.27553619853728
2013,Finances,333002,45,36586,31578,76.71266154892623
2013,Finances,1018,18.7,70805,52125,NA
2013,Finances,6662,38.5,51221,47845,91.78544708116716
2013,Finances,49037,50.9,41824,36533,72.18533886583678
2013,Finances,374381,68.6,69563,64765,76.69034931912374
2013,Finances,8133,48.5,94448,85416,70.49618698623354
2013,Finances,15888,56.2,65191,56317,72.69992900019363
2013,Finances,210414,50.8,47936,41743,73.15760879090064
2013,Finances,183449,65.5,55473,51933,83.26999855692915
2013,Finances,1760,27.4,73381,73102,NA
2013,Finances,977539,32.2,75912,63917,78.46235054381184
2013,Finances,10919,38.4,51244,47043,90.62415719514544
2013,Finances,1302,18.1,51036,50742,NA
2013,Finances,83890,49.2,42170,42990,103.29416852879692
2013,Finances,112939,51.1,54632,50058,82.12018307987597
2013,Finances,159143,61.7,51134,46520,77.4081900926835
2013,Finances,97496,50.5,62311,60054,90.00359690666028
2013,Finances,14260,13.5,57333,49443,82.06443260469052
2013,Finances,412954,72.3,54989,51765,82.12234667005109
2013,Finances,39232,73.8,50968,47927,78.454386223379
2013,Finances,55098,52,52417,50024,84.34328106558759
2013,Finances,33807,34.7,52109,50410,92.1605908808366
2013,Finances,243193,41.2,80220,72006,80.76858363899451
2013,Finances,63648,80.7,47088,46973,98.1138775169187
2013,Finances,45307,70.8,60802,57730,83.31409109276684
2013,Finances,128015,55.6,67154,60673,75.36269687484474
2013,Finances,113571,53.6,56945,51378,76.18101479790042
2013,Finances,967788,58.6,61270,54720,75.15967309937504
2013,Finances,25822,34.2,55227,45643,74.75596174004193
2013,Finances,26919,64.4,70429,65830,83.6818488057254
2013,Finances,13404,58.3,53869,51602,90.6841467057976
2013,Finances,20883,31.9,84140,63424,63.37266813880756
2013,Finances,86863,30.7,82142,60359,61.511729816766206
2013,Finances,60904,64.6,58402,52283,69.36660828955048
2013,Finances,5279,50.7,71779,60411,NA
2013,Finances,154871,54.2,54535,46394,66.53758999512377
2013,Finances,33343,65.4,49380,45704,68.46630913503311
2013,Finances,26947,52.3,56047,47997,67.94496114154668
2013,Finances,32265,54.9,61323,48869,59.69899461268767
2013,Computing,3771,29,95918,88006,NA
2013,Computing,160912,36.4,75886,69346,85.42883189198511
2013,Computing,10172,20,84140,80245,92.93101251896374
2013,Computing,76139,20.3,80512,75088,92.1234725425725
2013,Computing,183580,19.8,94025,83808,86.51773547507949
2013,Computing,40774,29.9,60056,53995,87.70262807393692
2013,Computing,119266,26,52063,49001,90.80985915492955
2013,Computing,39354,38.8,75824,61378,72.54311007103263
2013,Computing,34996,17.9,67246,61699,90.252036920556435
2013,Computing,7476,8.2,96372,94445,97.82079565816322
2013,Computing,77063,21.7,66550,65329,97.54819250123188
2013,Computing,6558,28.3,112191,106759,92.01854868599108
2013,Computing,330,17.1,79256,99362,NA
2013,Computing,58430,47.3,77172,68925,79.45428136671738
2013,Computing,15202,48.5,81209,74291,84.91564557425019
2013,Computing,1712,46.4,70370,56018,NA
2013,Computing,31098,21.4,71305,60518,80.267922276013
2013,Computing,6391,20.4,59354,50876,83.14430462493871
2013,Computing,12028,10.2,100701,90023,88.90282441240372
2013,Computing,527,17.9,70585,39356,NA
2013,Computing,1606,13,78629,85248,NA
2013,Computing,7394,13.9,100231,95507,94.9071865808093
2013,Computing,29080,11.3,81233,71854,87.72203977487762
2013,Computing,6680,13,91967,76236,NA
2013,Computing,16466,9.1,91895,81167,86.94818480787565
2013,Computing,6883,26.5,77406,72478,90.13219255593002
2013,Computing,35698,20.7,75131,66498,86.94026435864917
2013,Computing,859,7.7,81250,70430,NA
2013,Computing,4615,16.5,80011,73038,NA
2013,Computing,14657,7.1,79565,72416,90.30214607259984
2013,Computing,544,6.5,87279,108500,NA
2013,Computing,608,12.6,84017,71482,NA
2013,Computing,2606,11.2,110560,120253,NA
2013,Computing,50885,11.6,90913,81702,89
2013,Computing,21326,17.2,51609,47123,90.10823007495792
2013,Computing,63922,17.2,54623,43517,76.5510932854856
2013,Computing,4638,10.2,48685,42403,NA
2013,Computing,6390,28.8,60826,53805,85.58544228291473
2013,Computing,29064,47.7,57426,57107,99.05295474650062
2013,Computing,4421,21.8,56075,52387,89.09656791047314
2013,Computing,59616,52.8,71375,66860,83.45711682248823
2013,Computing,337,32.3,61321,70276,NA
2013,Computing,1796,19.2,101983,105332,NA
2013,Computing,2004,18.8,69873,56603,NA
2013,Computing,28208,39.6,69780,65582,91.2724590483348
2013,Computing,20289,31.1,71065,61583,79.63353290315906
2013,Computing,64844,37.8,74592,61217,71.85515581900346
2013,Computing,6147,29.3,105834,82427,68.6456910623272
2013,Computing,478,57.2,70521,70443,NA
2013,Computing,78068,67.8,66764,62146,80.81089164271876
2013,Computing,6321,36.9,67392,62266,86.8508780494609
2013,Computing,16196,50.5,59540,52123,75.94562303298753
2013,Computing,9050,36.9,42576,39464,85.95948595077326
2013,Computing,5200,37.2,45798,41644,88.93919654870469
2013,Computing,16763,32.4,50982,47360,91.37388821361732
2013,Computing,4689,29,61110,52394,NA
2013,Computing,457,12.3,100455,71540,NA
2013,Computing,1383,31.9,40464,35803,NA
2013,Computing,45780,45.4,44561,40792,84.739706676638
2013,Arts,335479,69.6,42349,42369,100.1654885458285
2013,Arts,502311,80.1,41940,41795,97.6039793559235
2013,Arts,40864,48.9,45909,44385,93.32225983473856
2013,Arts,74329,78.8,35643,35766,102.28501158234906
2013,Arts,42719,62.5,41900,39620,82.6001751240462
2013,Arts,50698,14.9,44422,40754,89.86549062844543
2013,Arts,18009,51.5,40736,38681,89.84507467540008
2013,Arts,21867,52.4,36496,35612,88.03084985415533
2013,Arts,284659,33.4,120617,101640,79.81969105601671
2013,Arts,6195,55.7,55545,55883,NA
2013,Arts,23672,42.4,100619,83173,71.92656266214674
2013,Arts,262393,85.2,46562,46061,91.21351340647156
2013,Arts,108109,72.8,46748,43663,71.62800616818137
2013,Arts,379200,45.3,65463,60359,84.51984204777774
2013,Arts,307727,97.4,24347,24257,80.67648917417768
2013,Arts,1779454,77.9,48874,47521,91.41114915554188
2013,Arts,301283,55.6,50810,49048,92.86052367519264
2013,Arts,140350,84.6,47264,47378,100.9503110883832
2013,Arts,190139,52.8,43740,40132,79.86467661691542
2013,Arts,18609,58.3,51704,46130,79.14557776443338
2013,Arts,92225,82.4,48892,48005,92.53262399043928
2013,Arts,12580,77.8,31698,31014,NA
2013,Arts,327291,88.1,21125,20748,80.19170563908321
2013,Arts,62226,70.2,51516,50756,90.90518322169288
2013,Arts,41400,35.4,49197,37261,68.1574566939216
2013,Arts,249028,45.1,50461,44269,79.53753278953609
2013,Arts,4011,32.2,40438,37149,NA
2013,Arts,43987,37.3,63715,66226,106.18586454592098
2013,Arts,31005,27.1,43373,36682,78.71335994163341
2013,Arts,4185,77.2,31678,30782,NA
2013,Arts,12143,20.1,42746,42279,98.35070252163396
2013,Arts,4849,34.1,40633,32475,NA
2013,Arts,4967,19.3,40913,41437,NA
2013,Arts,23277,44.3,50711,45994,83.38893320762926
2013,Arts,58863,60.4,63966,58483,76.31070748192803
2013,Arts,58198,49.4,52746,51884,92.81740281579278
2013,Arts,24013,54.6,69242,61511,81.36590915103574
2013,Arts,63296,52.2,53964,51219,85.09270334928229
2013,Arts,27250,60.4,42033,40256,87.25696325999783
2013,Arts,5707,8.3,50514,52954,NA
2013,Arts,31995,39.8,38052,30455,68.41821490351133
2013,Arts,3220,11.3,50835,42205,NA
2013,Healthcare,7360,21.3,70513,60223,83.10288679141138
2013,Healthcare,23180,23.8,141557,102460,67.82241462623534
2013,Healthcare,54187,88.2,47997,47717,97.37964531336095
2013,Healthcare,9312,36.4,103805,96186,79.80849810406485
2013,Healthcare,106762,51.9,116468,111809,92.56324922180276
2013,Healthcare,242485,32.9,182232,140036,69.14231261078442
2013,Healthcare,64852,64.5,81522,76396,81.45344436033308
2013,Healthcare,1573,23.3,120367,62064,NA
2013,Healthcare,7693,71.4,76440,75339,NA
2013,Healthcare,52336,88.3,68270,67164,88.67705307631371
2013,Healthcare,87274,64,72260,70509,87.68576438546964
2013,Healthcare,8963,61,75639,68886,NA
2013,Healthcare,5879,64.3,41923,41782,NA
2013,Healthcare,52248,61.8,54303,51864,85.47555086770934
2013,Healthcare,74278,95.3,60695,60552,NA
2013,Healthcare,74583,75.3,46743,46040,91.5399145044239
2013,Healthcare,28376,49.3,86490,80681,83.53626969828747
2013,Healthcare,1823464,88.4,62265,61946,91.11045742020886
2013,Healthcare,13405,61.9,147152,142185,94.24338834758402
2013,Healthcare,2817,100,90174,90174,NA
2013,Healthcare,72808,89.7,91766,91276,85.99504432782807
2013,Healthcare,5937,57.9,48175,42025,NA
2013,Healthcare,180263,73.4,45326,44623,95.06188619756716
2013,Healthcare,58505,94.6,52043,51972,NA
2013,Healthcare,162371,68.5,55482,52950,87.22797884783289
2013,Healthcare,46768,29.7,41670,37023,84.82369922331432
2013,Healthcare,277908,79.2,31788,31292,87.80022446689114
2013,Healthcare,399432,90.2,40031,39562,93.21426888459546
2013,Healthcare,80355,89.1,31530,31126,84.21536796536796
2013,Healthcare,27146,69.5,35580,32267,76.59276490695025
2013,Healthcare,56900,62.8,41660,39277,82.1179176249216
2013,Healthcare,27850,38.3,55942,47405,77.98670746553483
2013,Service,1177169,84.3,25909,25362,83.40568271507497
2013,Service,8930,82.1,48814,48606,NA
2013,Service,32459,72.8,41994,41098,88.73966272968713
2013,Service,43581,76.1,29253,29240,99.89068051380158
2013,Service,138978,94.3,30308,30399,NA
2013,Service,306646,92.7,28760,28661,95.87542650699136
2013,Service,30647,96.2,31933,31772,NA
2013,Service,16390,74.4,29851,29383,NA
2013,Service,18950,81.1,22858,22461,NA
2013,Service,64666,85.4,31062,30732,88.17099411849088
2013,Service,65484,69.4,28604,26452,82.32804232804233
2013,Service,14844,30.2,49986,44324,80.80506079886241
2013,Service,15114,14.7,73155,65227,86.31792075801286
2013,Service,2153,4.5,86462,68891,NA
2013,Service,19948,27.3,47876,44965,89.50217958159995
2013,Service,10179,4,62189,57346,91.95811484742067
2013,Service,1669,10,56114,60478,NA
2013,Service,106058,27.3,42043,37042,81.53284028878323
2013,Service,29520,25.2,71169,59386,79.15494835054982
2013,Service,63,1.9,44924,NA,NA
2013,Service,2238,45.9,36589,32217,NA
2013,Service,84066,13.5,61313,56541,91.647485979187607
2013,Service,646,24.6,53590,51100,NA
2013,Service,3417,32.4,35527,32462,NA
2013,Service,29290,42.7,50892,45436,80.50461560268609
2013,Service,150118,22.4,30421,29883,97.82950304458848
2013,Service,4201,48.9,31094,30767,NA
2013,Service,7558,35.9,41104,41751,102.5017185505254
2013,Service,14992,46.8,30781,27889,87.05247058089084
2013,Service,51075,16.8,30267,25534,82.87568971113275
2013,Service,198235,52.9,24828,22506,81.98011146322807
2013,Service,411957,37,20319,18581,88.21630347054075
2013,Service,160288,53,19063,18376,92.4811273276296
2013,Service,99140,48.7,26403,23849,83.14971061990099
2013,Service,73930,64.3,19623,19325,95.90570719602978
2013,Service,19971,64.6,17544,16771,82.599487785658
2013,Service,437680,64.3,20980,19524,82.0267204436602
2013,Service,45152,64.9,23025,22775,95.97960301740488
2013,Service,30764,35.4,19562,17663,86.67680832270095
2013,Service,15964,15.5,17307,17332,100.173390359496
2013,Service,35404,83,18040,17260,NA
2013,Service,2749,69.8,18510,20039,NA
2013,Service,59454,32.6,35629,26860,65.22583778533269
2013,Service,4644,4.1,38990,31980,NA
2013,Service,370487,24.4,26845,21592,72.737072595587
2013,Service,609941,82.7,20422,19752,80.96077386563921
2013,Service,1905,3.5,33351,24899,NA
2013,Service,34410,4.7,23545,21996,93.0496213883836
2013,Service,24979,42.7,41245,37178,80.85689430187037
2013,Service,51341,52.1,33932,30871,77.1659251112333
2013,Service,14670,53.6,27188,26400,89.05680744838753
2013,Service,72021,69.4,24547,24401,97.50649350649353
2013,Service,30957,47.8,36477,35023,93.54183916027884
2013,Service,94,4.5,31391,100508,NA
2013,Service,3044,51,22057,20904,NA
2013,Service,20749,44,25143,24154,93.1579759333539
2013,Service,2043,30.8,26042,19780,NA
2013,Service,5728,20.3,47219,31023,60.67593733497624
2013,Service,10985,16,21874,18509,82.92191210071233
2013,Service,382422,88,24855,23943,76.68139892390468
2013,Service,126312,79,21724,21632,98.1176577312106
2013,Service,12971,21.8,31416,30572,96.14138809396522
2013,Service,6056,38.8,29404,30413,NA
2013,Service,506545,94.4,20056,19931,91.2925980212532
2013,Service,471180,81.7,21898,21557,88.91684540504868
2013,Service,90725,55.5,31044,28203,79.14187899876529
2013,Service,15013,61.4,26098,25074,91.7151322286843
2013,Service,14950,30.7,25529,21820,82.0393277437305
2013,Sales,1098450,42.8,38265,31897,71.10977349741394
2013,Sales,278633,27,60403,53770,87.35135486386379
2013,Sales,720827,69.2,20562,19736,88.67322640068294
2013,Sales,21180,46.5,27373,27194,99.07100440817516
2013,Sales,9176,11.1,33375,27467,80.24013321258508
2013,Sales,655941,39.3,31615,26140,70.37665239749077
2013,Sales,76788,49.3,51283,45378,74.97769406166353
2013,Sales,194289,45.2,50238,41250,66.92191631921348
2013,Sales,68738,30.4,76524,51284,54.67668852284236
2013,Sales,36614,78.6,37233,36746,90.93743813106316
2013,Sales,150955,30.4,60174,48984,74.48565302677798
2013,Sales,272678,24.1,61355,51986,81.40492632436072
2013,Sales,7364,59.7,30930,27018,NA
2013,Sales,259662,50.6,50914,42294,69.59111476758537
2013,Sales,2653,8,93162,77722,NA
2013,Sales,27705,62.7,25628,25257,95.52571860816944
2013,Sales,22247,39.8,25624,23312,79.10685805422646
2013,Sales,82904,44.5,51489,44956,73.64403309034319
2013,Sales,681957,60.5,46725,42369,78.36533126179116
2013,Sales,16225,79.6,25878,23936,NA
2013,Sales,21153,75.4,29587,27360,85.97825403808686
2013,Sales,2953,45.1,46847,34538,NA
2013,Sales,100148,70.4,33453,32234,87.63049151805133
2013,Sales,346645,89.7,32487,32267,86.38858397365532
2013,Sales,759667,86.9,36798,36372,87.6644974692697
2013,Sales,3807,63,23656,27810,NA
2013,Sales,123157,89,39268,38923,93.03264974425164
2013,Sales,19176,58.8,50876,45564,69.77962234099576
2013,Sales,207314,88.8,25260,25222,98.66218119230167
2013,Sales,57829,60.7,50176,42122,62.189216323155975
2013,Sales,4529,77.3,46129,45834,NA
2013,Sales,2543,64.7,31789,31302,NA
2013,Sales,57412,81.3,36977,35585,84.34063329541145
2013,Sales,29226,72.8,36579,35037,68.89859005368415
2013,Sales,1053284,66.3,31913,31152,87.73975496408957
2013,Sales,51241,77.7,41398,40071,79.50595238095238
2013,Sales,144900,76.6,32442,31976,89.83536551104119
2013,Sales,49183,64.5,21564,21329,96.9720390997954
2013,Sales,67816,80.3,31180,30395,85.80341011743451
2013,Sales,27554,83.2,28558,27952,90.49176082100423
2013,Sales,90937,78.2,39905,38807,92.9508982035928
2013,Sales,10123,76.6,34776,31894,NA
2013,Sales,51446,60.5,31732,31216,92.47267233462688
2013,Sales,44857,82.2,40081,37643,89.00527274016977
2013,Sales,594744,90.4,27345,27222,92.42208189040538
2013,Sales,48003,55.6,36454,35344,86.72310145994356
2013,Sales,71044,83.4,36818,36352,87.40772800500132
2013,Sales,5200,32.1,42040,40984,NA
2013,Sales,20651,13.6,37808,30480,76.604086556586
2013,Sales,126326,53.7,36730,34067,82.3610473128158
2013,Sales,3016,11.7,36555,43775,NA
2013,Sales,47059,50,53357,52574,97.06088690322342
2013,Sales,90764,36,55923,52085,91.26031573598723
2013,Sales,31571,51,53497,52637,95.90416325043272
2013,Sales,151921,56.8,44865,37246,65.99571203288622
2013,Sales,123910,27.8,30682,27939,88.97487341167478
2013,Sales,278315,34.2,26489,25493,94.30674755844925
2013,Sales,25909,42,35476,30345,74.64761014489189
2013,Sales,2290818,95.3,35814,35677,87.8765486834651
2013,Sales,34269,43.8,42028,37288,76.15079851325409
2013,Sales,183829,78.1,31745,31236,87.87981093855502
2013,Sales,187638,86.4,32507,32208,88.74194081666391
2013,Sales,1992,61.5,46502,39944,NA
2013,Sales,234989,81.1,36090,35574,88.28828828828829
2013,Sales,24597,45.3,29276,28308,93.61730273166216
2013,Sales,601327,82.5,32439,32155,88.4083473096698
2013,Sales,11751,48.3,32321,31192,88.35760013596963
2013,Sales,3494,54.5,33979,32700,NA
2013,Sales,11201,64.6,41311,40058,86.91256237795616
2013,Sales,324778,75.8,38662,36981,82.48611513840251
2013,Construction,6475,12.8,38025,31456,NA
2013,Construction,4650,37.3,45328,44682,NA
2013,Construction,857,32.4,29195,25666,NA
2013,Construction,21032,64.2,20420,18099,77.04980842911877
2013,Construction,68656,15.2,23324,17713,71.99821152751808
2013,Construction,602,2.9,33226,24415,NA
2013,Construction,1866,20.4,31045,24167,NA
2013,Construction,891,2,31072,23640,NA
2013,Construction,16895,2.8,55843,43878,78.12477743750446
2013,Construction,339,3.7,55887,42065,NA
2013,Construction,612,0.8,31967,25210,NA
2013,Construction,10444,1.5,34496,26702,76.95544411781658
2013,Construction,1958,2.1,31025,30093,NA
2013,Construction,27,0.1,35716,NA,NA
2013,Construction,25372,2.6,31027,27927,89.89570591643597
2013,Construction,19,0.2,39440,NA,NA
2013,Construction,4244,1.7,42200,33641,NA
2013,Construction,1375,1.6,29120,27477,NA
2013,Construction,10040,1.7,49969,41299,82.55012092986068
2013,Construction,377,1.2,35703,20444,NA
2013,Construction,867,2.5,36618,30763,NA
2013,Construction,16628,5.1,30027,26453,87.79330257873951
2013,Construction,326,14.6,47083,40361,NA
2013,Construction,5127,1.3,43340,41047,NA
2013,Construction,171,1,25972,NA,NA
2013,Construction,50,1,32212,NA,NA
2013,Construction,774,0.7,27499,19114,NA
2013,Construction,3814,3.9,41924,34016,NA
2013,Construction,1103,2.4,45603,41302,NA
2013,Construction,318,1.4,27555,34839,NA
2013,Construction,6542,9.7,52318,45705,86.09290235081374
2013,Construction,262,1.3,85914,87403,NA
2013,Construction,98,0.6,30664,16111,NA
2013,Construction,3851,16.6,39516,31033,NA
2013,Construction,1765,2.2,37416,31543,NA
2013,Construction,94,1.1,54138,NA,NA
2013,Construction,0,0,37914,NA,NA
2013,Construction,834,3.2,37308,24550,NA
2013,Construction,368,1.2,67369,31710,NA
2013,Construction,291,1.3,52212,62442,NA
2013,Construction,1045,9.7,49568,36960,NA
2013,Construction,2040,3.1,65453,57397,NA
2013,Construction,0,0,66547,NA,NA
2013,Construction,0,0,44659,NA,NA
2013,Construction,192,5.2,50147,55662,NA
2013,Construction,869,1.6,51020,59240,NA
2013,Construction,16981,7,56777,52927,92.7307449716168
2013,Construction,20202,11.4,42430,39601,91.80286065326747
2013,Construction,13569,9.5,52061,45468,87.08843302878813
2013,Construction,1848,10.8,51056,42398,NA
2013,Construction,904,4.3,50157,30066,NA
2013,Construction,42,2.6,50636,NA,NA
2013,Construction,505,4.8,65252,60320,NA
2013,Construction,459,5.2,40489,22493,NA
2013,Construction,1348,4,41295,30949,NA
2013,Construction,1068,2.6,42135,41096,NA
2013,Construction,6861,4.9,55948,45440,80.15523019932968
2013,Construction,2067,1.8,38943,31007,NA
2013,Construction,880,6.2,36325,37687,NA
2013,Construction,8631,1.3,35491,31587,88.91985474199814
2013,Construction,1969,0.8,42775,36083,NA
2013,Construction,2323,1.3,50242,41656,NA
2013,Construction,422,1.4,31387,31591,NA
2013,Construction,1066,2,27061,23954,NA
2013,Construction,927,5,50254,40393,NA
2013,Construction,3122,1.1,41810,32257,NA
2013,Construction,950,3.2,37293,28702,NA
2013,Construction,9677,2.9,50350,41142,81.49835584960977
2013,Construction,17268,3.8,41557,36185,86.8099704915673
2013,Construction,445,1.9,45714,57318,NA
2013,Construction,588,1.6,60128,56197,NA
2013,Construction,1185,1.2,70022,80439,NA
2013,Construction,5537,4.7,48906,55989,NA
2013,Construction,4307,8,46805,40064,NA
2013,Construction,3067,11.4,35333,32002,NA
2013,Construction,56,2.5,50511,NA,NA
2013,Construction,793,4.6,37251,24135,NA
2013,Construction,173,4.3,30669,NA,NA
2013,Construction,105,1.1,42586,NA,NA
2013,Construction,30,0.8,72403,NA,NA
2013,Construction,963,6.8,27385,29307,NA
2013,Construction,9096,5.4,36654,28922,78.1506701253783
2013,Transportation,145748,18.2,51796,40815,74.89815392520278
2013,Transportation,1379,26.5,47268,35660,NA
2013,Transportation,55034,47.1,30144,27385,87.65163396600839
2013,Transportation,1047,9.6,40939,35316,NA
2013,Transportation,653,3.2,40196,30970,NA
2013,Transportation,282295,36.8,30561,26899,83.99113220508337
2013,Transportation,63967,48.8,23666,22040,84.39917285747109
2013,Transportation,48617,23.9,26999,22876,77.987249855112
2013,Transportation,1676,23.7,32919,26845,NA
2013,Transportation,28168,49.9,27131,24268,76.28807645154193
2013,Transportation,1720,30.3,27563,22015,NA
2013,Transportation,29983,31.4,31292,27983,86.2634483183822
2013,Transportation,5239,7.2,41755,36468,NA
2013,Transportation,2056,18.9,38438,32041,NA
2013,Transportation,231,3.4,40969,26124,NA
2013,Transportation,2648,28.1,35348,25227,NA
2013,Transportation,14147,18.8,31664,26923,82.40641547549815
2013,Transportation,971,24.3,35366,30941,NA
2013,Transportation,5275,13.8,31843,25041,NA
2013,Transportation,1006,11.8,37227,27079,NA
2013,Transportation,249,9,36621,37304,NA
2013,Transportation,13708,4.2,45163,31887,70.00592768227622
2013,Transportation,997,5.3,45782,48828,NA
2013,Transportation,1175,19.4,42126,36732,NA
2013,Transportation,5572,15.7,36377,30011,78.36997963127384
2013,Transportation,670,27.5,46845,26824,NA
2013,Transportation,1351,2.6,54084,36745,NA
2013,Transportation,24916,5.1,38137,26893,68.46312466586899
2013,Transportation,585,9.1,40726,46350,NA
2013,Transportation,166,2.7,47903,41135,NA
2013,Transportation,1023,7.6,34069,26024,NA
2013,Transportation,268,5.8,40022,30966,NA
2013,Transportation,68353,21.5,32471,26963,75.92217153798502
2013,Transportation,10815,46,32464,28806,73.96395008473272
2013,Transportation,34032,20.1,34992,26679,72.26947664969119
2013,Transportation,64892,58,21137,19203,77.58160956690368
2013,Transportation,15286,59.7,21701,20168,73.9621534399296
2013,Transportation,97689,72.7,20788,20430,89.38963027783855
2013,Transportation,1182,18.2,26334,21262,NA
2013,Transportation,2164,49.5,21688,21970,NA
2013,Transportation,29767,70.8,22621,21759,79.24177865180815
2013,Transportation,402,20.2,30170,31154,NA
2013,Transportation,1164,29.1,24492,18793,NA
2013,Transportation,3869,58.5,27247,25110,NA
2013,Transportation,5465,57,25266,25449,NA
2013,Transportation,2343,88.8,52694,52582,NA
2013,Transportation,4005,16.2,29397,20834,NA
2013,Transportation,4373,40.5,24685,22354,NA
2013,Transportation,1309,3.4,31379,21543,NA
2013,Transportation,1478,19.3,30211,26337,NA
2013,Transportation,1365,6.1,27395,26034,NA
2013,Transportation,4154,20.3,26115,25489,NA
2013,Transportation,1116,6.3,31347,18913,NA
2013,Transportation,2348,5.3,80959,72351,NA
2013,Transportation,2122,2.6,55732,54415,NA
2013,Transportation,3132,3.9,45638,41945,NA
2013,Transportation,2672,7.2,61601,53601,NA
2013,Transportation,5070,10.2,50608,38087,NA
2013,Transportation,6963,9.9,36849,32032,84.94523853721924
2013,Transportation,9813,19.7,29415,21516,69.15437277022467
2013,Transportation,4774,21.9,34475,24444,NA
2013,Transportation,1620,14.3,35408,24819,NA
2013,Transportation,225624,36.2,38673,31043,71.2796491469771
2013,Transportation,8049,29.9,33334,24657,67.56453115580643
2013,Transportation,29929,46.7,33779,30704,82.2149627804852
2013,Transportation,105949,53.3,25434,22809,79.95302860347728
2013,Transportation,10399,10.2,32285,28032,83.87289809107773
2013,Transportation,11716,45.3,26166,21348,66.94681384846965
2013,Transportation,755,38,39118,31023,NA
2013,Transportation,3750,43.2,29066,23833,NA
2013,Transportation,1021,16.7,31567,26250,NA
2013,Transportation,146,6.6,35556,21726,NA
2013,Transportation,1470,22.2,31708,24509,NA
2013,Transportation,2655,11.5,30639,20724,NA
2013,Transportation,5425,20.5,39446,25134,NA
2013,Transportation,1169,8.2,49825,37200,NA
2013,Transportation,4048,15.8,26744,22732,NA
2013,Transportation,29425,15.9,50107,40904,79.67432166579013
2013,Transportation,3915,4.4,100595,50770,NA
2013,Transportation,5871,17.6,77014,65873,NA
2013,Transportation,32613,75.1,42687,41168,79.79222390200411
2013,Transportation,2186,23.9,24285,22602,NA
2013,Transportation,101161,36.7,32725,27180,72.34688173760281
2013,Transportation,106261,4.3,40588,27657,67.67894286063868
2013,Transportation,20859,10.6,26200,21521,80.41325710869484
2013,Transportation,2274,13.8,27418,18932,NA
2013,Transportation,1983,4.6,77002,55528,NA
2013,Transportation,59,1.3,61302,NA,NA
2013,Transportation,2885,6.7,65417,65256,NA
2013,Transportation,1103,11.4,59028,55787,NA
2013,Transportation,537,4.2,48856,37716,NA
2013,Transportation,479,1.8,69566,37067,NA
2013,Transportation,251,6.1,77584,70984,NA
2013,Transportation,528,16.3,45080,27053,NA
2013,Transportation,3693,9.5,23270,19536,NA
2013,Transportation,12342,18.2,22312,20516,90.2635399709622
2013,Transportation,1981,12.3,42418,42068,NA
2013,Transportation,606,12.5,36041,24934,NA
2013,Transportation,1798,3.4,51507,51941,NA
2013,Transportation,320,1.2,41841,28750,NA
2013,Transportation,913,13.1,41722,26862,NA
2013,Transportation,28768,6.7,31000,30981,99.93226243468165
2013,Transportation,26700,13.5,23751,24793,105.0328320271129
2013,Transportation,202286,16.7,29722,24953,81.73004487242474
2013,Transportation,6723,31.7,25667,21911,72.3374050841862
2013,Transportation,149872,54.8,21661,20876,91.92021487384967
2013,Transportation,1708,6.8,60787,130660,NA
2013,Transportation,5582,7.6,29333,22209,NA
2013,Transportation,0,0,70594,NA,NA
2013,Transportation,106,2.2,40401,13806,NA
2013,Transportation,3832,11.5,35847,28267,NA
2014,Finances,239015,23.6,122136,101174,77.33241611251242
2014,Finances,215790,28.3,67100,53539,71.49209486166008
2014,Finances,5952,41.4,71632,70059,91.22978357684194
2014,Finances,23618,53.4,61097,52378,69.24826145588196
2014,Finances,326027,42.9,80973,65229,67.19997527481019
2014,Finances,32642,64.5,76796,70227,76.3395040927027
2014,Finances,43846,35.9,64620,54308,76.46321717705034
2014,Finances,136904,27.3,100247,88946,87.2387378993105
2014,Finances,530455,52.2,72464,60512,63.870300394756285
2014,Finances,10314,78.5,80417,75904,NA
2014,Finances,200593,60.4,70814,66608,86.2139038817484
2014,Finances,20651,48.7,75739,69605,85.46887854713344
2014,Finances,44097,19.8,74546,65474,85.44953865027473
2014,Finances,79847,45.8,74537,65221,80.3580449219472
2014,Finances,35354,17.9,51790,55211,107.13925327951564
2014,Finances,47561,10,41416,30726,73.18502286585365
2014,Finances,31552,6.4,70037,60483,85.9243369180719
